95.211.174.70 - - "2015-02-21 00:05:24" http://edicions.uib.cat/ojs/index.php/enginy/article/download/82/61 200 "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0"
202.46.48.48 - - "2015-02-21 00:25:27" http://enginy.uib.es/index.php/enginy/article/view/92 200 "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0"
220.181.108.76 - - "2015-02-21 00:28:44" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
123.125.71.42 - - "2015-02-21 00:28:44" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
189.232.17.45 - - "2015-02-21 00:33:18" http://edicions.uib.cat/ojs/index.php/enginy/article/download/47/29 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36"
201.211.105.71 - - "2015-02-21 00:36:54" http://edicions.uib.cat/ojs/index.php/enginy/article/download/47/29 200 "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
172.16.10.98 - - "2015-02-21 00:48:22" http://enginy.uib.es/index.php/crtc/article/view/296 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 OPR/22.0.1471.50"
202.46.63.162 - - "2015-02-21 00:52:18" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0"
186.92.244.91 - - "2015-02-21 01:18:16" http://edicions.uib.cat/ojs/index.php/enginy/article/download/47/29 200 "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
186.92.241.227 - - "2015-02-21 01:22:52" http://edicions.uib.cat/ojs/index.php/enginy/article/download/47/29 200 "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
66.249.73.144 bot - "2015-02-21 01:26:13" http://enginy.uib.es/index.php/enginy/article/download/23/7 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
220.181.108.113 - - "2015-02-21 01:28:12" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
123.125.71.26 - - "2015-02-21 01:28:13" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
