157.55.39.61 bot - "2016-04-01 00:18:45" http://enginy.uib.es/index.php/enginy/article/download/11/74 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
201.179.142.155 - - "2016-04-01 00:25:49" http://enginy.uib.es/index.php/Materialidades/article/download/162/342 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36"
207.46.13.56 bot - "2016-04-01 00:31:03" http://enginy.uib.es/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
161.22.140.196 - - "2016-04-01 00:33:31" http://enginy.uib.es/index.php/enginy/article/download/28/12 200 "Opera/9.80 (Android; Opera Mini/7.6.40234/37.8104; U; es) Presto/2.12.423 Version/12.16"
161.22.140.196 - - "2016-04-01 00:33:34" http://enginy.uib.es/index.php/enginy/article/download/28/12 200 "Opera/9.80 (Android; Opera Mini/7.6.40234/37.8104; U; es) Presto/2.12.423 Version/12.16"
161.22.140.196 - - "2016-04-01 00:33:41" http://enginy.uib.es/index.php/enginy/article/download/28/12 200 "Opera/9.80 (Android; Opera Mini/7.6.40234/37.8104; U; es) Presto/2.12.423 Version/12.16"
161.22.140.196 - - "2016-04-01 00:33:54" http://enginy.uib.es/index.php/enginy/article/download/28/12 200 "Opera/9.80 (Android; Opera Mini/7.6.40234/37.8104; U; es) Presto/2.12.423 Version/12.16"
107.167.106.93 - - "2016-04-01 00:34:13" http://edicions.uib.cat/ojs/index.php/enginy/article/view/28 200 "Opera/9.80 (Android; Opera Mini/7.6.40234/37.8104; U; es) Presto/2.12.423 Version/12.16"
66.249.66.152 bot - "2016-04-01 00:52:16" http://enginy.uib.es/index.php/enginy/article/download/56/38 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.15.150 bot - "2016-04-01 00:58:47" http://enginy.uib.es/index.php/enginy/issue/view/11 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.64.149 bot - "2016-04-01 01:09:38" http://edicions.uib.cat/ojs/index.php/insularisgeographia/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.143 bot - "2016-04-01 01:09:41" http://edicions.uib.cat/ojs/index.php/insularisgeographia/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
83.60.23.156 - - "2016-04-01 01:13:47" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36"
66.249.66.152 bot - "2016-04-01 01:29:53" http://enginy.uib.es/index.php/enginy/index 200 "SAMSUNG-SGH-E250/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)"
180.76.15.7 bot - "2016-04-01 01:32:19" http://enginy.uib.es/index.php/Materialidades/issue/view/52 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
181.229.8.81 - - "2016-04-01 01:50:50" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46"
66.249.66.144 bot - "2016-04-01 02:24:32" http://enginy.uib.es/index.php/enginy/article/download/10/72 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.148 bot - "2016-04-01 02:42:52" http://enginy.uib.es/index.php/enginy/article/download/26/10 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.148 bot - "2016-04-01 03:45:14" http://enginy.uib.es/index.php/crtc/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.148 bot - "2016-04-01 04:47:19" http://enginy.uib.es/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
181.63.32.46 - - "2016-04-01 04:54:16" http://edicions.uib.cat/ojs/index.php/enginy/article/download/78/57 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36"
164.132.161.96 bot - "2016-04-01 04:59:01" http://enginy.uib.es/index.php/Materialidades/issue/view/Mats2 200 "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)"
66.249.64.137 bot - "2016-04-01 05:04:51" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/134 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
181.63.32.46 - - "2016-04-01 05:13:45" http://edicions.uib.cat/ojs/index.php/enginy/article/download/78/57 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36"
136.243.12.4 - - "2016-04-01 05:13:53" http://enginy.uib.es/index.php/enginy/index 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
93.156.21.1 - - "2016-04-01 05:29:40" http://enginy.uib.es/index.php/enginy/article/download/31/15 200 "Mozilla/5.0 (iPad; CPU OS 9_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E237 Safari/601.1"
5.9.152.3 - - "2016-04-01 05:30:44" http://enginy.uib.es/index.php/enginy/article/download/15/73 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
