79.137.180.251 - - "2016-08-04 00:29:22" http://edicions.uib.cat/ojs/index.php/Materialidades/article/download/337/349 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.82 Safari/537.36 OPR/35.0.2066.37"
40.77.167.14 bot - "2016-08-04 00:57:09" http://enginy.uib.es/index.php/enginy/article/download/71/50 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
85.222.33.132 - - "2016-08-04 01:02:04" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
66.249.64.59 bot - "2016-08-04 01:30:17" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/368 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
157.55.39.177 bot - "2016-08-04 02:29:18" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.177 bot - "2016-08-04 02:29:20" http://edicions.uib.cat/ojs/index.php/enginy/index 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.66 bot - "2016-08-04 02:29:24" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/160 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.67 bot - "2016-08-04 02:31:46" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/131 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
180.76.15.17 bot - "2016-08-04 02:48:52" http://enginy.uib.es/index.php/enginy/article/download/25/9 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
208.115.111.72 - - "2016-08-04 02:56:48" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.64.57 bot - "2016-08-04 03:10:04" http://edicions.uib.cat/ojs/index.php/enginy/article/download/27/11 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
