40.77.190.20 - - "2018-05-13 00:08:36" http://edicions.uib.cat/ojs/index.php/Materialidades/article/download/336/346 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
204.79.180.0 - - "2018-05-13 00:27:20" http://edicions.uib.cat/ojs/index.php/Eduhisedu/index 200 "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  Trident/5.0)"
207.46.13.112 bot - "2018-05-13 00:31:31" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
5.188.211.15 - - "2018-05-13 00:40:19" http://edicions.uib.cat/ojs/index.php/enginy/index 200 "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
5.188.211.15 - - "2018-05-13 00:40:23" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/11 200 "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
83.41.157.6 - - "2018-05-13 00:55:27" http://edicions.uib.cat/ojs/index.php/AMS/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:59.0) Gecko/20100101 Firefox/59.0"
180.76.15.27 bot - "2018-05-13 01:16:49" http://edicions.uib.cat/ojs/index.php/Curs_OJS/issue/view/18 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.152 bot - "2018-05-13 01:21:49" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/MATS%204 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.149 bot - "2018-05-13 01:23:49" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/11 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.11 bot - "2018-05-13 01:24:48" http://edicions.uib.cat/ojs/index.php/enginy/article/view/3 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
157.55.39.39 bot - "2018-05-13 02:01:19" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
190.76.250.11 - - "2018-05-13 02:37:52" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/11 200 "Mozilla/5.0 (Linux; Android 5.1.1; Alcatel_4060A Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36"
40.77.167.83 bot - "2018-05-13 02:59:42" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/158 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
10.80.87.135 - - "2018-05-13 03:14:37" http://edicions.uib.cat/ojs/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
10.80.87.135 - - "2018-05-13 03:14:49" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/11 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
10.80.87.135 - - "2018-05-13 03:15:30" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/7 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
10.80.87.135 - - "2018-05-13 03:15:37" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/7 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
10.80.87.135 - - "2018-05-13 03:16:17" http://edicions.uib.cat/ojs/index.php/enginy/article/view/19 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
10.80.87.135 - - "2018-05-13 03:16:23" http://edicions.uib.cat/ojs/index.php/enginy/article/download/19/3 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
10.80.87.135 - - "2018-05-13 03:18:01" http://edicions.uib.cat/ojs/index.php/enginy/article/view/19 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
10.80.87.135 - - "2018-05-13 03:18:07" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/7 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
189.216.131.31 - - "2018-05-13 03:18:52" http://edicions.uib.cat/ojs/index.php/enginy/article/download/76/55 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
66.249.64.219 bot - "2018-05-13 04:09:40" http://edicions.uib.cat/ojs/index.php/enginy/article/download/21/5 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
34.207.61.251 - - "2018-05-13 04:36:05" http://edicions.uib.cat/ojs/index.php/AMS/article/view/388 200 "MauiBot (crawler.feedback+wc@gmail.com)"
167.0.100.218 - - "2018-05-13 05:23:13" http://edicions.uib.cat/ojs/index.php/enginy/article/download/76/55 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36"
34.207.61.251 - - "2018-05-13 06:03:09" http://edicions.uib.cat/ojs/index.php/Eduhisedu/index 200 "MauiBot (crawler.feedback+wc@gmail.com)"
10.80.87.135 - - "2018-05-13 06:03:22" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
