123.125.71.53 - - "2017-11-13 00:10:04" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.3 (KHTML, like Gecko) Version/8.0 Mobile/12A4345d Safari/600.1.4"
62.138.0.25 - - "2017-11-13 00:27:28" http://enginy.uib.es/index.php/enginy/article/view/14 200 "Mozilla/5.0 (compatible; seoscanners.net/1; +spider@seoscanners.net)"
66.249.64.219 bot - "2017-11-13 00:53:37" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
85.25.210.234 - - "2017-11-13 01:21:59" http://enginy.uib.es/index.php/enginy/article/download/8/70 200 "Mozilla/5.0 (compatible; seoscanners.net/1; +spider@seoscanners.net)"
66.249.64.19 bot - "2017-11-13 01:37:16" http://enginy.uib.es/index.php/enginy/article/view/9 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-11-13 01:47:42" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-11-13 02:17:53" http://edicions.uib.cat/ojs/index.php/enginy/article/download/76/55 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
186.43.218.98 - - "2017-11-13 02:24:18" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0"
186.145.233.126 - - "2017-11-13 02:43:54" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0"
35.184.189.105 - - "2017-11-13 02:51:44" http://enginy.uib.es/index.php/enginy/issue/view/5 200 "ltx71 - (http://ltx71.com/)"
85.25.210.234 - - "2017-11-13 03:31:19" http://enginy.uib.es/index.php/enginy/article/download/1/64 200 "Mozilla/5.0 (compatible; seoscanners.net/1; +spider@seoscanners.net)"
180.76.15.139 bot - "2017-11-13 03:37:14" http://enginy.uib.es/index.php/enginy/article/download/37/21 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
207.46.13.108 bot - "2017-11-13 03:45:13" http://enginy.uib.es/index.php/enginy/article/download/78/57 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
186.145.233.126 - - "2017-11-13 04:18:52" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0"
66.249.64.219 bot - "2017-11-13 04:20:58" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.102.7.193 - - "2017-11-13 04:36:09" http://enginy.uib.es/index.php/enginy/article/download/49/31 200 "Mozilla/5.0 (compatible; Google AppsViewer; http://drive.google.com)"
85.25.210.41 - - "2017-11-13 04:43:32" http://enginy.uib.es/index.php/enginy/article/download/7/69 200 "Mozilla/5.0 (compatible; seoscanners.net/1; +spider@seoscanners.net)"
66.102.7.205 - - "2017-11-13 05:06:32" http://enginy.uib.es/index.php/enginy/article/download/49/31 200 "Mozilla/5.0 (compatible; Google AppsViewer; http://drive.google.com)"
180.76.15.29 bot - "2017-11-13 05:56:03" http://enginy.uib.es/index.php/crtc/index 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
207.46.13.108 bot - "2017-11-13 06:06:16" http://enginy.uib.es/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
200.125.244.22 - - "2017-11-13 06:15:29" http://enginy.uib.es/index.php/enginy/article/download/73/52 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.89 Safari/537.36"
207.46.13.108 bot - "2017-11-13 06:18:55" http://enginy.uib.es/index.php/enginy/article/download/73/52 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.64.217 bot - "2017-11-13 06:41:54" http://edicions.uib.cat/ojs/index.php/enginy/article/download/59/41 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.15.159 bot - "2017-11-13 07:50:25" http://enginy.uib.es/index.php/enginy/article/view/151 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
