54.174.111.114 - - "2018-04-09 01:14:59" http://edicions.uib.cat/ojs/index.php/AMS/article/view/383 200 "MauiBot (crawler.feedback+wc@gmail.com)"
106.38.241.177 - - "2018-04-09 01:15:08" http://edicions.uib.cat/ojs/index.php/enginy/index 200 "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
84.242.68.244 - - "2018-04-09 01:29:17" http://edicions.uib.cat/ojs/index.php/enginy/article/download/78/57 200 "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.6 (KHTML, like Gecko) Chrome/16.0.897.0 Safari/535.6"
54.174.111.114 - - "2018-04-09 01:57:08" http://edicions.uib.cat/ojs/index.php/AMS/article/view/380 200 "MauiBot (crawler.feedback+wc@gmail.com)"
93.57.53.200 - - "2018-04-09 03:10:31" http://edicions.uib.cat/ojs/index.php/enginy/article/download/88/81 200 "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22"
176.9.58.227 - - "2018-04-09 03:17:03" http://edicions.uib.cat/ojs/index.php/AMS/index 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:17:07" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/MATS%204 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:19:09" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:19:32" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/MATS%204 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:19:36" http://edicions.uib.cat/ojs/index.php/AMS/issue/view/77 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:19:43" http://edicions.uib.cat/ojs/index.php/AMS/article/view/383 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:19:49" http://edicions.uib.cat/ojs/index.php/AMS/article/view/380 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:19:55" http://edicions.uib.cat/ojs/index.php/AMS/article/view/403 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:23:13" http://edicions.uib.cat/ojs/index.php/AMS/article/view/388 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
54.174.111.114 - - "2018-04-09 03:23:28" http://edicions.uib.cat/ojs/index.php/AMS/article/view/403 200 "MauiBot (crawler.feedback+wc@gmail.com)"
176.9.58.227 - - "2018-04-09 03:23:35" http://edicions.uib.cat/ojs/index.php/Eduhisedu/index 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:23:46" http://edicions.uib.cat/ojs/index.php/AMS/index 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:23:50" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:23:52" http://edicions.uib.cat/ojs/index.php/enginy/index 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:24:46" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/52 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:24:49" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/Mats2 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:24:52" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/40 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:27:47" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/134 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:27:57" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/366 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:28:06" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/159 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
176.9.58.227 - - "2018-04-09 03:28:12" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/133 200 "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)"
