90.162.107.115 - - "2017-05-13 00:20:55" http://edicions.uib.cat/ojs/index.php/CIRUGIA/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:53.0) Gecko/20100101 Firefox/53.0"
66.249.64.136 bot - "2017-05-13 00:31:24" http://enginy.uib.es/index.php/enginy/article/view/78 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
217.182.132.79 bot - "2017-05-13 00:39:07" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/377 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.64.141 bot - "2017-05-13 00:54:30" http://enginy.uib.es/index.php/enginy/article/view/71 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.15.144 bot - "2017-05-13 00:55:36" http://enginy.uib.es/index.php/enginy/issue/view/11 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.64.136 bot - "2017-05-13 00:57:52" http://enginy.uib.es/index.php/enginy/article/view/83 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.146 bot - "2017-05-13 00:58:30" http://enginy.uib.es/index.php/enginy/article/download/83/62 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.136 bot - "2017-05-13 00:58:41" http://enginy.uib.es/index.php/enginy/article/download/83/62 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.146 bot - "2017-05-13 01:02:47" http://enginy.uib.es/index.php/enginy/article/download/81/60 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
157.55.39.117 bot - "2017-05-13 01:04:15" http://enginy.uib.es/index.php/enginy/article/view/82 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.64.146 bot - "2017-05-13 01:24:32" http://enginy.uib.es/index.php/enginy/article/download/81/60 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
190.66.14.194 - - "2017-05-13 01:40:16" http://enginy.uib.es/index.php/enginy/article/download/73/52 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
157.55.39.161 bot - "2017-05-13 02:32:53" http://enginy.uib.es/index.php/enginy/article/download/73/52 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.64.146 bot - "2017-05-13 02:39:39" http://enginy.uib.es/index.php/enginy/article/download/84/63 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
85.25.237.72 bot - "2017-05-13 02:50:42" http://enginy.uib.es/index.php/enginy/issue/view/11 200 "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.237.72 bot - "2017-05-13 02:50:59" http://enginy.uib.es/index.php/enginy/issue/view/5 200 "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.237.72 bot - "2017-05-13 02:51:15" http://enginy.uib.es/index.php/enginy/issue/view/6 200 "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.237.72 bot - "2017-05-13 02:51:31" http://enginy.uib.es/index.php/enginy/issue/view/7 200 "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.237.72 bot - "2017-05-13 02:51:50" http://enginy.uib.es/index.php/enginy/issue/view/8 200 "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
66.249.75.61 bot - "2017-05-13 03:45:22" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.146 bot - "2017-05-13 03:55:26" http://enginy.uib.es/index.php/enginy/article/view/96 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.59 bot - "2017-05-13 04:06:27" http://edicions.uib.cat/ojs/index.php/insularisgeographia/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
85.25.237.72 bot - "2017-05-13 04:51:45" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/MATS%204 200 "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
5.9.106.81 - - "2017-05-13 05:17:44" http://enginy.uib.es/index.php/enginy/article/download/60/43 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0"
5.9.145.132 - - "2017-05-13 05:18:00" http://enginy.uib.es/index.php/enginy/article/download/60/43 200 "Mozilla/5.0 (Windows NT 5.0; rv:21.0) Gecko/20100101 Firefox/21.0"
88.99.27.172 - - "2017-05-13 05:18:14" http://enginy.uib.es/index.php/enginy/article/download/60/43 200 "Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0"
68.180.228.119 bot - "2017-05-13 05:40:04" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/131 200 "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
68.180.228.119 bot - "2017-05-13 05:47:01" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/158 200 "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
68.180.229.109 bot - "2017-05-13 05:56:26" http://enginy.uib.es/index.php/Materialidades/issue/view/Mats2 200 "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
66.249.75.59 bot - "2017-05-13 06:02:29" http://edicions.uib.cat/ojs/index.php/enginy/article/download/23/7 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:03:22" http://edicions.uib.cat/ojs/index.php/enginy/article/download/56/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:03:26" http://edicions.uib.cat/ojs/index.php/enginy/article/download/25/9 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:03:54" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.59 bot - "2017-05-13 06:04:12" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:04:26" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:04:44" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:04:46" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:04:49" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:04:53" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:04:55" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.59 bot - "2017-05-13 06:05:07" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:05:24" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:05:37" http://edicions.uib.cat/ojs/index.php/enginy/article/download/21/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:05:41" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:05:42" http://edicions.uib.cat/ojs/index.php/enginy/article/download/18/2 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:05:52" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.59 bot - "2017-05-13 06:06:24" http://edicions.uib.cat/ojs/index.php/enginy/article/view/96 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:06:46" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.57 bot - "2017-05-13 06:06:48" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
