68.180.230.228 bot - "2016-02-08 00:50:26" http://enginy.uib.es/index.php/enginy/article/view/98 200 "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
5.9.152.3 - - "2016-02-08 00:53:28" http://enginy.uib.es/index.php/enginy/issue/view/11 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
202.46.58.138 - - "2016-02-08 01:18:52" http://enginy.uib.es/index.php/enginy/article/download/49/31 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
190.21.112.73 - - "2016-02-08 01:24:56" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/52 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25"
190.21.112.73 - - "2016-02-08 01:25:25" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/52 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25"
189.238.66.125 - - "2016-02-08 01:45:15" http://enginy.uib.es/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36"
189.238.66.125 - - "2016-02-08 01:46:39" http://enginy.uib.es/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36"
40.77.167.100 bot - "2016-02-08 02:02:12" http://edicions.uib.cat/ojs/index.php/insularisgeographia/index 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
190.164.250.133 - - "2016-02-08 02:05:15" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (Linux; Android 5.0.2; C6903 Build/14.5.A.0.270) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.95 Mobile Safari/537.36"
5.9.152.3 - - "2016-02-08 02:09:20" http://enginy.uib.es/index.php/enginy/issue/view/11 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
87.220.108.41 - - "2016-02-08 02:42:34" http://enginy.uib.es/index.php/Materialidades/article/download/334/351 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36"
180.76.15.153 bot - "2016-02-08 02:45:41" http://edicions.uib.cat/ojs/index.php/Curs_OJS/issue/view/18 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
104.131.109.197 - - "2016-02-08 03:38:29" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)"
123.125.71.32 - - "2016-02-08 03:40:30" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
66.249.64.149 bot - "2016-02-08 04:07:37" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/162 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
123.125.71.21 - - "2016-02-08 04:47:52" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
181.194.17.67 - - "2016-02-08 05:11:51" http://edicions.uib.cat/ojs/index.php/Materialidades/article/download/133/107 200 "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36"
66.249.69.193 bot - "2016-02-08 05:27:45" http://enginy.uib.es/index.php/Materialidades/article/view/336 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.149 bot - "2016-02-08 05:38:21" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/Mats2 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
220.181.108.84 - - "2016-02-08 05:47:41" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
66.249.69.188 bot - "2016-02-08 06:59:30" http://enginy.uib.es/index.php/Materialidades/article/download/160/307 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.180.229.226 bot - "2016-02-08 07:27:28" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/11 200 "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
77.236.206.11 - - "2016-02-08 07:38:54" http://enginy.uib.es/index.php/enginy/index 200 "Opera/8.00 (Windows NT 5.1; U; en)"
123.125.71.31 - - "2016-02-08 07:41:06" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
5.9.152.3 - - "2016-02-08 07:55:50" http://enginy.uib.es/index.php/enginy/article/view/12 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
5.9.152.3 - - "2016-02-08 07:56:09" http://enginy.uib.es/index.php/enginy/article/view/5 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
5.9.152.3 - - "2016-02-08 07:57:04" http://enginy.uib.es/index.php/enginy/article/view/13 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
5.9.152.3 - - "2016-02-08 07:58:38" http://enginy.uib.es/index.php/enginy/article/view/7 200 "linguatools-bot/Nutch-1.6 (searching for translated pages; http://www.linguatools.de/linguatoolsbot.html; peter dot kolb at linguatools dot org)"
220.181.108.104 - - "2016-02-08 07:59:56" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
